site,lat,lng,name,address,phone,email,web
"youngs","51.6322125","-0.569337","Merlin’s Cave","Merlin\u2019s Cave The Village Green ,
High Street ,
Chalfont St Giles,
Buckinghamshire,
HP8 4QF","01494871072","merlinscave@youngs.co.uk","https://www.merlins-cave.com/"
"youngs","51.5123883","-0.17839530000003379","Mitre, Lancaster Gate","Mitre Lancaster Gate
24 Craven Terrace
Lancaster Gate
London
W2 3QH","020 7262 5240","mitrelancastergate@youngs.co.uk","http://www.mitrelancastergate.com/"
"youngs","51.0058332","-2.1965920999999753","Mitre, Shaftesbury","23 High Street
Shaftesbury
Dorset
SP7 8JE","017 4785 3002","mitre@youngs.co.uk","https://www.themitredorset.co.uk"
"youngs","51.4893623","-0.12869829999999638","Morpeth Arms","58 Millbank
Westminster
London
SW1P 4RW","020 7834 6442","morpetharms@youngs.co.uk","http://www.morpetharms.com"
"youngs","51.50713349999999","-0.1102247000000034","Mulberry Bush","89 Upper Ground
Lambeth
London
SE1 9PP","020 7928 7940","mulberrybush@youngs.co.uk","https://www.mulberrybushpub.co.uk/"
"youngs","51.5330598","-0.09691010000005917","Narrowboat","119 St Peter's Street
London
N1 8PZ","020 7400 6003","narrowboatevents@youngs.co.uk","https://www.thenarrowboatpub.com/"
"youngs","51.5709321","-0.09272869999995237","Naturalist","14 Woodberry Down
London
N4 2GB","020 3437 0770","naturalist@youngs.co.uk","https://www.thenaturalistpub.co.uk/"
"youngs","51.5047867","-0.3062542999999778","New Inn","62 St. Mary\u2019s Road,
Ealing,
London,
W5 5EX","02034371411","newinn@youngs.co.uk","https://www.newinnealing.com/"
"youngs","51.4500699","-0.15785840000000917","Nightingale","97 Nightingale Lane
Balham
London
SW12 8NX","020 8673 1637","nightingale@youngs.co.uk","http://www.thenightingalebalham.co.uk"
"youngs","51.4826248","-0.13752720000002228","Nine Elms Tavern","Unit D3 Riverlight Quay
Nine Elms Lane
London
SW8 5BP","020 3437 0004","nineelmstavern@youngs.co.uk","http://www.nineelmstavern.co.uk/"
"youngs","51.9060371","-2.0703329","No.38 The Park","38 Evesham Road
Cheltenham
Gloucestershire
GL52 2AH","01242 822 929","bookings.no38thepark@youngs.co.uk","https://www.no38thepark.com/"
"youngs","51.460745","-0.16718600000001516","Northcote","The Northcote
2 Northcote Road
Battersea
London
SW11 1NT","020 7223 5378","northcote@youngs.co.uk","http://www.thenorthcote.co.uk/"
"youngs","51.48277270000001","-0.008500199999957658","Old Brewery","The Pepys building
The Old Royal Naval College
Greenwich
London
SE10 9LW","020 3437 2222","oldbrewery@youngs.co.uk","https://www.oldbrewerygreenwich.com/"
"youngs","51.6966005","-0.19365179999999782","Old Manor","Wyllyotts Place
Darkes Lane
Potters Bar
Hertfordshire
EN6 2JD","01707 650 674","oldmanor@youngs.co.uk","https://the-old-manor.co.uk/"
"youngs","51.5064532","-0.12704170000006343","Old Shades","The Old Shades
37 Whitehall
Central London\t
SW1A 2BX","0207 839 8577","oldshades@youngs.co.uk","https://www.oldshades.co.uk/"
"youngs","51.490266","-0.24001799999996365","Old Ship, Hammersmith","25 Upper Mall
Hammersmith
London
W6 9TD","020 8748 2593","oldshiphammersmith@youngs.co.uk","https://www.oldshiphammersmith.co.uk/"
"youngs","51.4597311","-0.3065561999999318","Old Ship, Richmond","Old Ship Richmond
3 King Street
Richmond
Surrey
TW9 1ND","020 8940 3461","oldship@youngs.co.uk","https://www.theoldshiprichmond.com/"
"youngs","51.5129051","-0.08333889999994426","Old Tom’s Bar","10-12 Leadenhall Market,
London, EC3V 1LR","0207 626 2454","tom@oldtomsbar.co.uk","http://oldtomsbar.co.uk/"
"youngs","51.5191615","-0.13684169999999085","One Tun","58-60 Goodge Street
Fitzrovia
London
W1T 4ND","020 7209 4105","onetun@youngs.co.uk","https://www.theonetun.co.uk/"
"youngs","51.26111110000001","-0.5033333000000001","Onslow Arms","The Street,
West Clandon,
Guildford,
GU4 7TE","01483222447","info@onslowarmsclandon.co.uk","https://www.onslowarmsclandon.co.uk/"
"youngs","51.464281","-0.3016356000000542","Orange Tree","45 Kew Road
Richmond
Surrey
TW9 2NQ","020 8940 0944","orangetree@youngs.co.uk","https://www.orangetreerichmond.co.uk/"
"youngs","51.524224","-0.07545879999997851","Owl and Pussycat","34 Redchurch Street
London
E2 7DP","020 3487 0088","owlandpussycat@youngs.co.uk","https://www.owlandpussycatshoreditch.com/"
"youngs","51.509107","-0.08975299999997333","Oyster Shed","1 Angel Lane
London
EC4R 3AB","020 7256 3240","oystershed@youngs.co.uk","https://www.oystershed.co.uk/"
"youngs","51.4256235","-0.334054100000003","Park, Teddington","19 Park Road
Teddington
Middlesex
TW11 0AB","020 8614 9700","parkteddington@youngs.co.uk","https://www.parkhotelteddington.com/"
"youngs","51.51484809999999","-0.09816130000001522","Paternoster","2-4 Queens Head Passage
Paternoster Square
London
EC4M 7DZ","020 7248 4035","thepaternoster@youngs.co.uk","http://www.thepaternoster.com/"
"youngs","51.2955137","-0.33012189999999464","Penny Black","5 North Street
Leatherhead
Surrey
KT22 7AX","013 7238 6719","pennyblack@youngs.co.uk","https://www.pennyblackleatherhead.co.uk/"
"youngs","51.4581139","-1.4802549","Pheasant Inn","Ermin Street
Shefford Woodlands
Hungerford
RG17 7AA","01488 648284","pheasant@youngs.co.uk","https://www.thepheasant-inn.co.uk/"
"youngs","51.4885957","-0.1626742999999351","Phoenix, Chelsea","23 Smith Street
Chelsea
London
SW3 4EE","020 7730 9182","phoenix@youngs.co.uk","http://www.thephoenixchelsea.co.uk/"
"youngs","51.4986823","-0.14210159999993266","Phoenix, Victoria","14 Palace Street
Victoria
London
SW1E 5JA","020 7828 8136","phoenixvictoria@youngs.co.uk","http://www.thephoenixinvictoria.co.uk/"
"youngs","51.3676053","-0.13221520000001874","Plough, Beddington","Croydon Road
Beddington
Surrey
CR0 4QR","020 8647 1122","plough@youngs.co.uk","https://www.ploughbeddington.co.uk/"
"youngs","51.4614749","-0.17322739999997339","Plough, Clapham Junction","89 St Johns Hill
Battersea
London
SW11 1SY","020 7585 1844","ploughclapham@youngs.co.uk","https://www.theploughstjohnshill.co.uk/"
"youngs","51.5161425","-0.18775970000001507","Porchester","88 Bishop's Bridge Road
Bayswater
London
W2 5AA","020 7229 2886","porchester@youngs.co.uk","http://www.theporchester.co.uk/"
"youngs","51.47962","-0.16572329999996782","Prince Albert","85 Albert Bridge Road
London
SW11 4PF","020 7228 0923","princealbert@youngs.co.uk","http://www.theprincealbertbattersea.co.uk/"
"youngs","51.524452","-0.184913300000062","Prince Alfred","5A Formosa Street
London
W9 1EE","020 7286 3287","princealfred@youngs.co.uk","http://www.theprincealfred.com/"
"youngs","51.5618717","-0.04578160000005482","Princess of Wales","146 Lea Bridge Road
Clapton
London
E5 9RB","020 8533 3463","princessofwales@youngs.co.uk","https://www.princessofwalesclapton.co.uk/"
"youngs","51.4598901","-0.1993168000000196","Queen Adelaide","35 Putney Bridge Road
London
SW18 1NP","020 8874 1695","queenadelaide@youngs.co.uk","https://www.thequeenadelaide.co.uk/"
"youngs","51.5405526","-0.15771189999998114","Queens","49 Regents Park Road
Primrose Hill
London
NW1 8XD","020 7586 0408","queens@youngs.co.uk","http://www.thequeensprimrosehill.co.uk/"
"youngs","51.2102876","-0.03062950000003184","Red Barn","Tandridge Lane
Blindley Heath
Tandridge
Lingfield
Surrey
RH7 6LL","013 4283 0820","redbarn@youngs.co.uk","https://www.theredbarnblindleyheath.co.uk/"
"youngs","51.6847819","-0.31808699999999135","Red Lion","78-80 Watling Street
Radlett
Hertfordshire
WD7 7NP","019 2385 5341","redlion@youngs.co.uk","https://www.redlionradlett.co.uk/"
"youngs","51.4765622","-0.009608599999978651","Richard the First","Richard The First
52-54 Royal Hill
Greenwich
London
SE10 8RT","020 8692 2996","richardfirst@youngs.co.uk","http://www.richardthefirst.co.uk/"
"youngs","51.48554230000001","-0.12699720000000525","Riverside","The Riverside
Hamilton House
5 St George Wharf
London
SW8 2LE","020 7735 8129","riversidevauxhall@youngs.co.uk","https://www.riversidelondon.co.uk/"
"youngs","51.44908600000001","-2.5936100000000124","Riverstation","The Grove
Bristol
BS1 4RB","011 7914 4434","riverstation@youngs.co.uk","https://www.riverstation.co.uk/"
"youngs","51.5538029","-0.16750660000002426","Roebuck","15 Pond Street
London
NW3 2PN","020 7435 7354","roebuck@youngs.co.uk","http://www.roebuckhampstead.com/"
"youngs","51.4257404","-0.22029169999996157","Rose and Crown","55 High Street
Wimbledon
London
SW19 5BA","020 8947 4713","roseandcrown@youngs.co.uk","https://www.roseandcrownwimbledon.co.uk/"
"youngs","51.52939259999999","-0.0694926","Royal Oak","73 Columbia Road
London
E2 7RG","0203 437 0131","royaloak@youngs.co.uk","https://www.royaloakbethnalgreen.co.uk/"
"youngs","51.054466","-4.191000000000031","Seagate","The Seagate
Appledore
Devon
EX39 1QS","01237 472 589","seagate@youngs.co.uk","https://theseagate.co.uk/"
"youngs","51.4655965","-0.2991746999999805","Shaftesbury","The Shaftsbury
121-123 Kew Road
Richmond
Greater London
TW9 2PN","020 8291 8640","shaftesbury@youngs.co.uk","https://www.shaftesburyrichmond.co.uk/"
"youngs","51.4634095","-0.18799669999998514","Ship","41 Jews Row
Wandsworth
London
SW18 1TB","020 8870 9667","ship@youngs.co.uk","https://www.theship.co.uk/"
"youngs","51.1233426","-0.0096701","Ship Inn","Ship Street,
East Grinstead,
West Sussex
RH19 4EG","01342830822","","https://www.shipinneastgrinstead.co.uk/"
"youngs","51.5195203","-0.10276139999996303","Smith’s of Smithfield","67-77 Charterhouse Street
London
EC1M 6HJ","020 7251 7950","smithsofsmithfield@youngs.co.uk","https://www.smithsofsmithfield.co.uk/"
"youngs","51.4626451","-0.21637380000004214","Spotted Horse","122 Putney High Street
London
SW15 1RG","020 8788 0246","spottedhorse@youngs.co.uk","https://www.spottedhorse.co.uk/"
"youngs","51.5376616","-0.14492110000003322","Spread Eagle","Spread \u200bEagle
\u200b141 \u200bAlbert \u200bStreet
Camden \u200bTown
London
NW1 \u200b7NB","020 7267 1410","spreadeaglecamden@youngs.co.uk","https://www.spreadeaglecamden.co.uk/"
"youngs","51.4566468","-0.1922978","Spread Eagle, Wandsworth","71 Wandsworth High St
Wandsworth
London
SW18 2PT","0208 161 0038","spreadeaglewandsworth@youngs.co.uk","https://www.spreadeaglewandsworth.co.uk"
"youngs","51.4033629","-0.29952079999998205","Spring Grove","13 Bloomfield Road
Kingston
Surrey
KT1 2SF","020 8549 9507","springgrove@youngs.co.uk","https://www.thespringgrove.co.uk/"
"youngs","51.4531038","-0.0002629000000524684","Station","14 Staplehurst Road\t
Hither Green\t
London\t
SE13 5NB","0208 463 0367","stationhotel@youngs.co.uk","https://www.stationhotelhithergreen.co.uk/"
"youngs","52.1949275","0.1376936999999998","Station Tavern","2 Station Square
Cambridge
CB1 2GA","012 2348 9570","stationtavern@youngs.co.uk","https://www.thestationtavern.co.uk/"
"youngs","51.3896692908574","-0.4221279583359774","Swan","50 Manor Road
Walton-on-Thames
Surrey
KT12 2PF","019 3222 5964","swanwalton@youngs.co.uk","http://www.swanwalton.com/"
"youngs","51.8992439","-2.0797013","Tavern Cheltenham","The Tavern,
5 Royal Well Pl,
Cheltenham,
GL50 3DN","01242 221 212","bookings.taverncheltenham@youngs.co.uk","https://www.thetaverncheltenham.com/"
"youngs","51.5087694","-0.12388989999999467","Theodore Bullfrog","The Theodore Bullfrog
26-30 John Adam Street
Central London\t
WC2N 6HL","020 7839 2697","theodorebullfrog@youngs.co.uk","https://theodore-bullfrog.co.uk/"
"youngs","51.42516149999999","-0.171211699999958","Trafalgar Arms","148-156 Tooting High Street
Tooting
London
SW17 0RT","020 3437 0874","trafalgararms@youngs.co.uk","http://www.thetrafalgararms.co.uk/"
"youngs","51.46176759999999","-0.11930600000005143","Trinity Arms","45 Trinity Gardens
Brixton
London
SW9 8DR","020 7274 4544","trinityarms@youngs.co.uk","https://www.trinityarms.co.uk/"
"youngs","51.5204417","-0.1006308999999419","Vestry","The Vestry
117 Charterhouse Street
Farringdon
London
EC1M 6AA","020 7250 1300","vestry@youngs.co.uk","https://www.thevestryfarringdon.co.uk/"
"youngs","51.3921468","-0.30696850000003906","Victoria","28 Victoria Road
Surbiton
Surrey
KT6 4JT","020 8399 3007","victoria@youngs.co.uk","https://www.thevictoriasurbiton.co.uk/"
"youngs","51.5265205","-0.31246360000000095","Village Inn","The Village Inn
122-124 Pitshanger Lane
Ealing
W5 1QP","0208 998 6810","villageinn@youngs.co.uk","https://village-inn.co.uk/"
"youngs","51.4644766","-0.18569270000000415","Waterfront","Baltimore House
Juniper Drive
Battersea
SW18 1TS","020 7228 4297","waterfront@youngs.co.uk","https://www.thewaterfrontlondon.co.uk/"
"youngs","51.472857","-0.1810917000000245","Waterside","The Boulevard
Imperial Wharf
London
SW6 2SU","020 7371 0802","waterside@youngs.co.uk","https://www.watersideimperialwharf.co.uk/"
"youngs","51.2315356","-0.5727965999999469","Weyside","Millbrook
Guildford
GU1 3XJ","014 8356 8024","weyside@youngs.co.uk","https://www.theweyside.co.uk/"
"youngs","51.5051632","-0.09101169999996728","Wheatsheaf","6 Stoney St,
Borough,
London,
SE1 9AA","020 7940 3880","wheatsheaf@youngs.co.uk","http://www.wheatsheafborough.co.uk/"
"youngs","51.3715787","-0.3665161999999999","Wheatsheaf Esher","40 Esher Green
Esher
Surrey
KT10 8AG","01372 464014","info@wheatsheafesher.co.uk","https://www.wheatsheafesher.co.uk"
"youngs","51.8309793","-1.8382079","Wheatsheaf Inn","West Road
Northleach
Gloucestershire
GL54 3EZ","01451 860244","bookings.wheatsheafinn@youngs.co.uk","https://www.cotswoldswheatsheaf.com/"
"youngs","51.48678545356449","-0.10777247422879555","White Bear","138 Kennington Park Road
Kennington
London
SE11 4DJ","020 7735 8664","whitebear@youngs.co.uk","http://www.whitebearkennington.co.uk/"
"youngs","51.12758179999999","0.2605573999999999","White Bear, Tunbridge Wells","White Bear,
84 High St
Royal Tunbridge Wells
TN1 1YB","01892318010","whitebearTN1@youngs.co.uk","https://www.the-white-bear.co.uk/"
"youngs","51.4589375","-0.3083071999999447","White Cross","Riverside (off Water Lane)
Richmond
TW9 1TH","020 8940 6844","whitecross@youngs.co.uk","http://thewhitecrossrichmond.com/"
"youngs","51.4710248","-0.25566300000002684","White Hart, Barnes","The Terrace
Riverside
Barnes
London
SW13 0NR","020 8876 5177","whitehartbarnes@youngs.co.uk","https://www.whitehartbarnes.co.uk/"
"youngs","51.6068623","-2.5862523000000692","White Hart, Littleton on Severn","Littleton-upon-Severn
Bristol
BS35 1NR","014 5441 2275","whitehart@youngs.co.uk","https://www.whitehartbristol.com/"
"youngs","51.3173175","-1.0248490000000174","White Hart, Sherfield on Loddon","Reading Road
Sherfield on Loddon
Hampshire
RG27 0BT","012 5688 2280","whitehartsherfield@youngs.co.uk","http://www.whitehartsherfield.com"
"youngs","51.5207621","-0.08176030000004175","White Horse","2 Exchange Square
Appold Street
EC2M 2QA","020 7377 9958","whitehorse@youngs.co.uk","http://www.thewhitehorseec2m.co.uk/"
"youngs","51.1453478","-0.5691513","White Horse Hascombe","The White Horse, The Street,
Hascombe,
Surrey,
GU8 4JA","01483 208 258","",""
"youngs","51.4566466","-0.14669760000003862","Windmill, Clapham","Clapham Common South Side
Clapham
London
SW4 9DE","020 8673 4578","windmillhotel@youngs.co.uk","https://www.windmillclapham.co.uk/"
"youngs","51.5124021","-0.14225699999997232","Windmill, Mayfair","6-8 Mill Street
London
W1S 2AZ","020 7491 8050","windmill.mayfair@youngs.co.uk","http://www.windmillmayfair.co.uk/"
"youngs","51.518093","-0.07955570000001444","WM Barker & Co","202 Bishopsgate
London, EC2M 4NR","020 7283 5888","wmbarkerandco@youngs.co.uk","http://www.wmbarkerandco.uk/"
"youngs","51.43280300000001","-0.07263890000001538","Wood House","39 Sydenham Hill
Dulwich
SE26 6RS","020 8693 5666","thewoodhouse@youngs.co.uk","https://www.thewoodhousedulwich.co.uk/"
"youngs","51.5007656","-0.08199239999999008","Woolpack","98 Bermondsey Street
London
SE1 3UB","020 3437 0139","woolpack@youngs.co.uk","https://www.woolpackbar.com/"
"youngs","51.275054","-0.6075539999999364","Worplesdon Place","Perry Hill
Guildford
Surrey\t
GU3 3RY","01483 232 407","worplesdonplace@youngs.co.uk","https://worplesdonplace.co.uk/"
